Temp. Ambiente,Potência Gerada
18.28,452.93
10.08,474.63
14.48,462.3
24.77,448.25
26.13,431.29
7.61,484.14
22.06,442.31
20.51,452.39
22.99,445.44
14.05,464.63
10.95,474.36
11.84,473.82
20.76,445.0
12.89,463.77
26.62,430.22
15.8,465.87
17.8,458.92
5.5,478.65
12.38,467.04
17.14,457.02
9.41,477.34
14.44,469.85
11.68,475.13
17.48,460.01
13.87,472.12
23.57,437.53
15.85,464.72
25.59,435.48
13.95,461.18
17.12,463.39
23.99,437.1
24.41,442.62
30.25,437.28
13.38,472.15
27.55,431.86
25.16,439.37
34.15,430.19
12.68,465.94
24.64,444.95
25.38,446.31
31.35,434.43
7.79,477.0
19.19,453.16
11.8,466.52
20.47,451.71
24.82,438.69
29.6,434.64
9.48,472.16
28.42,438.25
11.86,478.29
14.48,470.44
4.71,486.79
21.7,444.66
28.97,434.7
14.1,468.22
11.74,470.05
23.82,446.85
23.01,450.67
25.77,433.46
27.0,440.58
11.92,464.9
12.83,474.81
13.69,466.72
14.17,466.2
12.82,464.07
16.7,455.93
6.5,480.96
8.28,486.4
28.46,435.75
27.16,437.4
14.12,471.86
10.8,478.19
21.4,445.09
26.45,450.76
27.39,441.04
25.78,442.46
9.5,478.8
25.1,439.93
31.98,430.92
11.71,471.49
13.81,464.23
21.95,448.9
6.94,480.07
14.26,471.19
19.04,446.59
14.65,470.41
22.35,448.41
33.33,436.05
12.32,455.71
29.55,436.29
14.81,463.06
19.48,454.4
28.01,449.82
31.46,425.68
13.98,474.46
27.32,432.74
24.75,445.3
28.29,438.25
26.24,437.31
9.54,481.18
27.44,441.75
20.86,449.67
7.69,482.46
22.97,450.07
20.24,460.76
8.5,485.76
19.38,452.01
21.31,446.76
32.98,433.56
26.49,434.91
32.14,436.15
9.45,476.1
15.06,464.15
15.7,462.19
21.47,448.31
9.08,479.02
25.72,432.77
20.25,448.37
23.7,444.99
31.84,432.04
13.15,461.49
10.33,478.79
29.23,438.05
20.29,445.52
12.65,479.53
25.06,443.03
23.0,444.62
21.9,452.13
23.76,445.85
10.05,481.38
24.81,439.33
25.69,450.94
14.1,467.22
10.17,482.36
16.57,462.52
19.02,465.42
14.8,466.27
29.39,434.27
25.38,442.13
13.52,463.71
22.31,444.74
17.55,461.58
12.83,474.26
26.77,434.35
24.49,445.27
15.21,467.0
31.15,431.97
19.45,451.96
17.68,461.96
22.01,443.75
13.6,472.27
17.63,462.13
23.74,444.4
21.34,452.0
6.48,484.65
24.32,438.08
13.8,473.56
30.74,434.89
26.52,432.48
24.01,448.35
25.12,433.58
33.26,429.38
3.38,489.11
15.77,450.11
10.75,471.47
18.04,463.31
20.79,456.01
24.85,439.96
14.87,468.75
10.93,473.27
9.51,471.32
27.57,440.12
26.13,440.99
11.72,465.88
13.32,451.93
15.65,461.69
28.98,434.08
21.96,446.56
21.29,447.78
22.0,450.18
16.49,461.54
23.57,441.93
22.72,438.01
26.06,432.38
31.11,435.69
17.34,459.01
24.42,449.1
28.88,428.61
14.28,466.75
12.28,460.33
19.92,451.16
7.98,480.72
29.17,430.59
20.71,444.39
25.15,444.19
18.45,459.79
27.96,433.35
22.61,459.53
10.62,478.37
7.55,485.49
28.84,428.98
23.55,443.98
19.11,464.66
25.87,445.87
11.68,473.51
27.51,431.97
14.43,470.17
30.22,434.17
18.41,453.12
29.56,432.09
31.54,430.07
25.16,442.29
30.75,436.97
16.71,458.4
20.29,448.22
25.16,441.99
22.56,437.73
32.81,433.37
27.04,433.25
10.58,474.91
22.91,444.48
31.35,433.73
10.55,473.99
21.53,440.93
13.42,472.22
14.26,465.77
21.89,444.6
22.98,454.63
18.63,454.03
26.28,437.01
10.12,475.46
34.53,437.03
25.55,439.37
25.41,436.95
25.59,444.9
23.09,436.67
10.31,485.25
30.1,434.99
16.81,464.36
21.87,439.97
26.75,430.45
26.3,438.12
27.19,428.79
24.15,436.55
29.28,433.14
13.61,466.51
22.04,447.27
9.86,479.56
25.81,437.57
14.29,463.13
23.15,436.16
4.96,486.09
19.11,449.89
21.84,454.4
27.4,435.74
24.63,440.23
24.37,440.22
27.16,446.38
10.67,472.65
11.2,472.2
25.67,435.89
25.93,434.08
25.71,445.54
22.98,438.5
21.94,449.87
22.67,443.79
27.28,431.27
20.24,455.25
27.92,435.62
31.95,426.37
11.41,476.81
23.74,445.47
18.74,468.84
11.22,477.53
22.53,450.08
26.31,436.83
10.23,475.14
9.07,479.98
8.42,478.87
4.87,482.05
26.91,437.06
10.77,479.19
22.93,444.95
20.19,454.36
25.18,445.64
14.1,460.01
20.79,445.83
30.56,430.85
17.67,457.99
12.66,473.11
17.28,454.76
9.47,479.96
20.32,456.18
18.2,463.47
7.81,475.46
29.46,436.37
22.68,441.47
25.76,441.14
23.3,439.49
25.21,450.75
18.82,455.29
28.71,435.85
7.0,483.92
18.41,463.2
29.06,435.98
9.88,470.44
20.06,447.35
11.39,467.8
28.7,436.58
22.55,447.42
28.08,438.83
21.05,449.05
14.47,457.45
8.05,482.17
13.41,475.9
8.9,472.95
18.83,453.28
24.17,440.96
26.73,438.17
21.54,450.69
26.12,439.77
21.73,442.1
28.28,443.12
25.61,443.96
25.28,431.43
23.88,446.34
34.6,427.65
16.32,465.38
23.56,441.29
9.93,480.54
24.93,437.35
28.11,431.83
29.2,441.9
8.66,472.16
9.35,482.16
23.04,439.67
7.38,485.73
25.09,442.99
5.47,485.7
26.11,427.45
6.62,482.74
21.61,449.11
29.97,428.42
28.79,425.64
23.9,451.99
32.84,430.88
11.11,476.37
14.28,467.83
19.94,445.97
12.25,470.92
15.15,463.98
9.08,476.81
26.58,434.41
19.31,453.47
33.3,430.16
9.33,478.43
26.96,441.81
16.72,465.89
14.38,464.27
32.36,431.92
27.08,447.24
21.45,444.99
20.25,448.93
20.52,453.64
26.04,430.32
18.42,451.93
8.06,476.03
28.8,434.01
23.34,441.14
26.61,437.26
29.24,432.61
12.65,471.46
12.08,476.84
12.76,474.03
25.65,440.05
17.92,456.84
16.45,454.69
22.22,442.31
18.56,462.05
19.69,455.07
20.27,446.93
21.47,440.0
10.1,468.19
29.36,431.39
18.62,450.81
20.55,447.54
8.57,485.18
14.45,463.6
31.17,431.01
31.54,431.27
14.19,467.8
29.35,445.04
29.63,438.64
11.21,471.79
13.74,473.19
25.53,445.59
31.67,426.35
26.63,434.25
24.66,444.42
20.12,448.35
9.52,478.79
13.65,460.8
25.44,437.99
12.41,464.08
14.05,472.19
24.94,438.55
6.08,483.08
28.84,442.69
7.51,485.38
23.88,440.63
31.88,427.83
28.27,433.52
23.96,451.11
22.44,444.65
14.01,470.1
29.17,441.2
14.53,464.86
31.42,430.78
23.64,445.75
26.25,450.53
6.72,489.09
21.9,447.4
20.11,449.03
29.22,430.57
31.25,428.77
8.13,486.19
22.35,445.27
13.87,473.39
9.27,479.66
17.32,469.38
13.2,466.71
15.83,460.22
9.44,473.94
26.17,440.09
16.37,460.14
10.74,477.93
15.45,469.54
28.54,433.35
23.29,444.61
9.54,481.18
21.04,446.33
23.56,443.13
13.12,471.44
26.03,438.15
10.15,473.43
25.87,440.26
23.1,440.46
22.35,443.9
23.46,457.76
29.76,432.51
23.45,443.44
33.18,435.26
28.85,437.79
25.37,434.16
7.38,486.91
10.9,479.45
20.6,460.24
13.43,471.77
24.73,437.55
24.36,448.71
24.62,432.13
10.87,474.07
24.82,444.81
25.31,453.05
18.77,449.62
21.5,447.83
10.07,480.54
27.92,437.28
24.96,436.24
20.67,448.75
29.13,436.9
24.47,441.07
16.16,461.86
21.32,452.7
20.32,458.8
24.32,435.34
4.77,494.91
20.87,446.7
28.17,439.94
29.64,428.69
25.25,443.14
22.25,444.05
22.49,442.58
29.16,429.06
14.49,465.72
11.95,465.41
26.99,430.81
26.36,430.39
9.91,478.63
23.94,448.67
22.84,443.71
13.64,466.66
20.01,455.66
18.58,459.06
25.69,429.99
26.98,431.12
13.73,470.35
28.67,433.79
29.22,438.57
25.67,440.48
22.67,449.34
16.44,460.33
23.26,440.37
21.14,449.74
31.68,431.11
8.8,479.74
18.13,458.53
22.68,437.96
14.56,469.31
29.28,436.15
14.0,463.99
23.76,437.47
20.98,450.95
27.61,437.85
8.86,483.36
25.64,444.34
13.5,471.34
33.94,427.98
11.72,468.98
28.61,440.53
20.11,451.95
30.61,429.8
22.04,447.28
27.62,442.13
24.09,442.92
23.22,446.62
16.2,451.86
9.7,473.97
22.85,448.58
31.18,441.26
15.43,464.05
24.57,455.72
9.52,483.59
26.38,442.38
26.32,441.25
25.92,440.98
12.19,473.92
19.79,455.59
9.76,467.6
16.74,463.0
11.34,477.24
25.9,443.13
16.63,458.66
17.45,458.67
23.34,455.82
24.41,442.64
12.31,468.29
10.35,472.63
33.43,433.01
5.64,483.17
24.8,438.96
24.33,447.43
14.87,467.29
7.66,485.11
27.61,438.31
23.4,438.51
13.98,473.01
18.12,449.28
17.12,454.47
9.56,487.92
24.85,444.53
11.63,477.3
17.19,464.72
15.68,470.29
23.64,439.66
10.19,472.45
27.71,432.59
9.12,482.95
15.78,460.86
27.55,432.59
14.5,465.32
23.88,449.52
25.01,434.74
22.36,446.49
27.76,442.83
9.95,477.88
17.48,449.26
17.35,453.96
12.82,471.41
28.86,435.75
33.41,432.9
13.63,468.28
24.49,430.54
25.58,443.66
24.25,445.44
9.59,481.05
23.27,452.26
23.09,439.36
28.35,427.21
19.62,453.84
29.13,435.61
21.92,443.03
12.52,470.56
18.17,451.06
27.5,441.27
14.48,464.56
19.41,452.6
24.43,446.45
25.45,439.56
10.07,479.64
18.85,451.77
24.65,446.04
18.99,453.09
8.8,476.5
10.16,472.75
27.75,433.57
23.43,448.01
28.62,432.11
15.82,460.4
22.61,443.45
23.96,446.4
29.81,430.67
26.98,434.73
7.64,488.53
20.07,461.25
19.05,451.0
26.27,438.82
22.45,450.61
26.52,437.02
24.73,439.86
26.11,445.37
10.87,477.03
7.19,486.05
14.91,469.34
19.5,457.26
22.96,447.18
29.74,438.76
16.03,464.67
17.35,463.65
11.26,471.83
27.82,442.0
28.15,427.69
14.66,463.6
26.56,438.82
15.49,460.32
29.29,430.31
21.69,446.61
33.67,431.99
20.79,446.18
23.35,441.28
27.01,440.64
27.71,432.54
23.48,445.72
17.77,456.34
22.24,441.9
24.6,447.09
19.06,449.74
14.56,451.95
26.62,431.93
23.03,444.85
13.73,466.29
13.79,462.25
23.46,438.62
19.58,458.28
12.76,475.73
6.93,486.94
10.63,476.99
17.46,461.01
6.15,482.49
6.9,486.3
25.77,438.64
27.86,440.48
7.91,479.02
22.35,440.11
17.65,452.2
16.96,460.2
18.71,455.7
24.22,442.65
23.61,438.08
14.01,464.79
31.33,431.44
12.86,468.43
16.4,463.79
22.49,444.11
23.75,442.35
28.92,439.09
12.11,475.53
13.64,468.85
28.52,435.4
24.79,446.04
24.27,437.78
31.59,442.58
23.25,450.22
22.1,441.31
24.97,439.71
11.96,469.34
35.03,426.22
17.97,448.88
24.24,436.45
5.04,484.42
17.18,461.73
11.24,469.92
32.69,431.76
27.6,431.44
7.5,485.98
22.15,448.46
18.18,455.57
17.19,468.4
10.42,474.79
12.74,466.09
27.43,436.64
23.68,441.54
13.83,470.21
16.58,466.61
13.41,478.96
16.61,460.35
3.99,490.91
23.39,448.3
14.42,467.25
7.11,486.11
13.7,467.9
24.43,437.26
27.39,435.22
26.94,449.1
19.09,461.84
15.46,459.62
31.94,440.17
10.58,473.19
19.95,447.1
5.82,482.67
12.72,463.49
14.87,462.87
29.17,435.08
14.13,469.28
22.67,444.43
28.01,440.23
30.93,440.59
23.01,442.47
32.53,434.44
26.57,445.49
11.64,477.2
16.31,466.49
20.03,460.11
20.79,450.3
17.3,469.21
25.86,449.67
9.8,473.72
25.42,438.24
28.75,433.03
18.58,454.26
22.56,435.14
23.05,446.05
26.78,441.21
10.13,479.42
31.97,441.18
8.95,478.07
7.57,480.86
25.97,434.83
24.56,440.31
30.71,438.42
13.8,471.7
20.21,453.19
16.77,458.22
29.18,443.75
17.86,457.42
4.24,491.25
24.11,444.35
15.5,460.41
9.62,467.34
5.05,491.4
26.81,434.48
15.68,461.98
21.85,445.62
30.98,433.59
30.14,426.91
29.89,431.45
29.42,439.51
26.6,436.19
19.64,455.27
13.16,468.4
33.17,430.14
16.14,468.88
25.34,434.86
21.12,445.9
13.41,471.85
13.38,468.15
17.27,460.08
16.69,466.03
7.8,482.31
27.14,439.33
21.08,449.6
32.23,426.9
13.48,463.6
10.45,465.43
25.43,436.43
7.09,487.0
31.24,430.44
21.92,445.52
10.74,467.48
13.67,463.97
9.79,471.61
14.04,472.31
24.43,436.05
14.88,466.73
10.68,476.22
14.22,465.0
14.47,464.41
7.19,487.15
11.73,472.04
10.94,477.34
14.44,466.96
24.53,446.3
29.72,438.84
17.52,455.72
12.99,470.93
10.04,480.63
30.5,432.87
33.11,437.19
13.41,472.4
26.98,442.28
15.19,462.64
28.24,438.03
29.04,438.5
13.74,466.79
12.58,471.24
17.3,448.79
28.0,427.71
15.15,461.6
25.47,445.39
20.78,450.57
26.12,438.52
13.78,462.59
26.28,435.71
27.76,433.03
18.26,462.6
6.4,484.44
26.31,452.73
32.89,426.46
6.74,484.18
22.69,441.18
33.11,431.77
22.28,446.55
28.84,442.69
31.75,430.82
9.6,475.01
21.54,443.15
13.33,466.26
12.73,470.89
28.73,430.63
9.0,481.09
31.1,428.68
28.81,434.08
14.95,464.31
23.04,459.36
24.04,437.13
27.69,442.84
28.82,445.1
25.23,445.92
8.77,480.56
7.61,485.36
28.37,439.25
21.82,455.2
14.82,466.34
13.97,463.64
31.74,437.29
27.27,428.93
23.95,448.32
29.08,430.16
28.3,441.51
12.66,472.44
30.12,433.08
29.44,445.67
25.95,443.93
32.5,433.7
23.97,448.17
21.97,449.6
32.17,430.64
12.35,466.71
18.03,458.04
32.07,426.96
31.39,435.76
11.92,468.14
10.65,474.27
31.24,435.2
9.13,483.24
23.39,435.68
11.95,465.2
33.3,426.88
24.27,448.66
18.13,455.81
21.9,456.52
27.52,439.01
16.76,456.31
12.77,475.59
16.44,462.09
29.01,429.23
18.9,451.42
22.33,441.85
26.58,439.46
17.36,458.66
28.18,443.65
24.63,440.67
13.62,465.74
16.62,459.59
17.33,460.46
20.72,447.69
6.89,486.9
33.61,435.99
27.38,437.78
23.21,446.11
26.13,430.6
15.18,462.09
5.66,482.11
15.75,464.38
29.45,437.31
20.12,442.89
22.8,437.98
29.93,426.82
29.25,429.12
34.14,434.23
19.47,450.17
24.03,442.03
12.71,475.38
26.6,451.4
27.09,442.94
26.44,430.12
28.31,447.26
10.87,484.63
29.54,427.82
15.98,456.31
24.27,434.24
29.78,436.32
24.05,438.36
28.59,431.55
13.97,467.93
11.56,489.54
20.07,454.25
31.19,430.48
18.39,444.63
9.78,477.22
29.26,435.32
9.53,478.03
22.32,445.36
18.95,462.73
11.55,469.13
27.3,442.78
22.1,449.54
17.12,449.94
14.85,462.67
10.33,480.18
19.45,452.82
12.16,476.63
7.65,482.56
4.31,492.92
19.04,453.32
26.02,428.72
26.09,444.71
27.14,441.68
22.67,446.36
7.28,493.3
25.62,430.56
22.33,450.07
23.93,444.95
29.07,438.79
15.79,460.19
28.81,427.91
17.07,460.19
32.51,428.37
22.11,453.45
18.41,457.14
28.9,431.52
10.47,476.02
10.09,473.66
27.09,434.31
17.44,457.67
23.76,444.57
31.11,433.19
23.86,440.58
15.09,466.47
9.26,480.38
15.83,458.6
9.96,480.6
19.3,452.76
19.91,449.23
23.18,449.94
19.13,459.94
24.6,448.65
29.38,433.74
29.15,430.54
31.03,432.56
21.84,450.88
6.28,487.17
22.48,444.5
31.51,430.11
15.67,466.45
13.24,474.48
17.1,461.51
32.32,428.12
23.51,446.58
13.58,472.73
12.43,470.92
16.37,463.91
7.64,486.01
21.03,453.86
33.37,436.76
18.92,451.51
20.61,449.38
22.38,441.3
30.2,428.72
31.02,431.37
17.64,455.75
28.85,444.0
22.4,440.04
19.13,448.69
23.79,448.67
22.12,439.18
29.14,433.34
20.17,458.04
29.3,431.32
5.7,482.82
25.5,436.07
16.06,450.62
27.75,440.83
25.12,436.56
22.78,446.12
29.3,429.42
8.01,477.84
16.58,464.03
17.08,449.98
17.54,465.51
26.93,444.7
22.52,443.49
13.48,464.58
9.05,472.41
19.93,456.53
29.68,441.79
30.52,431.14
12.54,479.65
27.6,436.08
18.48,461.49
15.24,459.85
4.41,488.36
15.82,461.9
24.65,437.59
19.02,461.57
23.32,435.27
23.99,437.14
10.12,471.6
12.53,469.23
18.11,449.99
24.94,440.12
30.92,440.96
12.68,448.69
25.41,449.2
14.12,468.63
28.33,427.42
14.77,467.72
29.0,437.55
18.02,451.41
11.55,475.14
15.31,460.77
12.36,470.39
19.45,445.1
27.05,443.89
9.73,481.42
11.11,473.32
13.01,464.64
11.76,475.18
17.58,467.33
27.54,439.8
29.79,432.84
13.83,465.53
32.05,432.49
28.14,434.68
34.11,432.78
22.83,438.0
21.04,450.27
12.39,475.96
27.7,434.56
16.62,463.74
25.27,445.81
9.52,475.44
17.74,446.01
22.9,441.77
14.86,461.14
26.71,435.41
13.42,473.27
25.82,432.98
15.14,463.1
10.17,478.04
27.44,441.08
23.94,440.15
25.16,436.15
12.88,470.89
31.87,435.47
22.18,447.92
9.41,481.59
12.17,473.76
30.57,439.38
28.16,435.04
9.72,474.1
11.9,477.75
7.1,484.12
11.47,479.44
28.19,434.77
9.75,479.45
7.55,481.61
19.9,456.48
12.45,477.41
9.15,474.88
14.38,463.1
26.16,444.06
22.63,457.88
30.51,428.79
26.2,440.89
25.77,445.35
14.74,462.92
17.02,459.98
17.68,456.86
8.93,472.77
9.49,476.67
23.48,437.1
22.69,449.01
12.65,468.8
12.79,465.75
13.01,469.48
30.76,431.67
22.56,448.65
20.7,453.22
21.09,456.09
26.35,443.73
35.1,426.3
14.43,467.12
16.32,463.57
12.21,464.03
32.13,431.84
25.68,431.32
24.4,439.06
6.41,484.49
23.38,443.8
30.21,431.46
22.88,458.08
27.99,435.99
16.01,457.8
31.08,442.88
23.09,443.27
21.03,444.35
12.05,454.18
14.73,463.63
32.56,425.11
6.99,490.11
18.84,459.96
6.18,490.81
13.72,463.65
29.48,440.72
14.35,470.53
19.47,451.38
26.92,431.29
26.16,432.56
19.77,451.05
26.92,437.99
27.54,440.87
18.75,458.31
26.29,429.71
27.16,441.33
16.0,468.49
10.38,475.02
30.29,431.39
24.69,436.78
14.16,471.15
9.97,477.31
21.96,442.87
32.43,439.75
27.99,435.79
18.15,455.21
8.83,482.43
26.62,441.28
32.96,443.57
24.67,450.64
27.06,430.82
25.0,438.38
15.47,467.96
17.36,459.1
29.62,439.35
13.54,471.05
24.52,439.55
9.73,479.78
20.6,452.86
25.16,435.78
20.86,440.42
10.31,473.74
20.37,445.81
17.58,459.78
19.04,458.64
25.38,434.44
32.81,430.53
19.41,446.71
21.73,439.01
22.29,441.9
29.39,430.5
20.08,455.85
16.51,442.48
14.47,469.0
17.37,460.97
17.03,460.25
25.91,441.74
6.03,480.36
31.9,432.27
20.03,450.6
31.23,436.58
13.8,466.71
15.52,471.97
23.68,451.67
23.25,437.96
24.58,442.47
8.3,480.58
9.27,474.93
15.52,467.12
30.71,429.41
11.47,469.51
30.51,430.91
26.43,435.59
28.65,433.45
21.38,449.66
19.97,450.41
19.38,454.1
17.77,460.13
7.04,488.99
30.3,431.12
14.91,461.27
26.87,433.89
18.86,446.91
20.77,453.46
12.2,469.41
16.17,454.72
11.69,471.72
9.17,487.33
10.82,475.46
23.08,443.5
12.74,468.57
26.85,438.01
28.44,433.44
14.02,467.29
14.57,457.21
15.4,471.66
16.75,464.87
29.83,434.28
26.25,436.3
27.17,443.66
27.49,428.27
11.7,462.94
24.37,440.29
26.14,436.17
15.91,462.25
9.24,476.9
14.09,469.93
10.61,472.9
28.72,431.74
16.61,460.97
24.35,442.81
26.95,435.65
13.89,469.6
20.98,450.0
24.74,447.02
16.12,457.41
20.94,463.69
21.01,453.88
6.52,486.06
13.14,467.07
13.93,469.25
14.46,464.5
21.83,443.76
9.97,475.43
15.09,466.87
25.63,433.76
24.17,436.27
18.6,464.67
31.05,426.31
10.19,475.01
13.26,467.78
9.66,477.67
23.6,440.66
15.91,458.15
8.79,489.02
30.88,425.36
20.98,446.26
14.2,468.63
25.69,441.43
23.65,436.74
15.48,463.92
10.64,471.48
14.48,470.63
10.47,476.55
24.65,442.89
16.2,460.87
28.61,437.39
23.13,438.8
13.55,470.82
18.71,456.88
14.35,462.54
29.79,434.74
29.64,438.12
15.11,462.21
25.02,445.61
23.61,443.5
16.05,466.75
19.59,449.74
23.23,441.85
9.41,473.84
6.63,489.16
27.89,430.75
22.54,447.29
14.0,474.87
6.87,486.26
30.47,435.72
27.33,431.96
13.7,470.2
22.03,442.9
30.32,429.36
17.13,465.3
26.3,428.83
17.55,455.11
23.34,439.6
23.26,446.87
8.07,484.54
24.45,446.33
18.41,454.97
18.22,451.04
16.54,465.26
30.01,436.91
29.19,446.97
14.58,462.69
19.41,452.55
18.95,452.85
11.36,477.5
23.79,445.87
16.55,466.77
21.43,448.51
18.98,453.37
16.38,464.58
23.26,442.38
22.55,438.54
10.01,470.82
23.33,440.11
20.89,452.05
14.18,465.25
8.94,473.34
28.61,428.25
28.59,442.7
13.91,466.24
32.21,429.15
15.34,459.77
27.0,439.26
23.63,440.56
6.79,488.69
9.01,470.84
17.92,455.37
9.05,486.55
24.17,437.27
26.92,440.35
15.59,458.87
10.17,480.13
10.66,472.86
32.48,434.13
29.05,433.92
32.91,426.28
6.1,494.43
25.11,443.43
7.89,474.66
22.82,437.32
14.13,461.96
9.32,478.55
11.86,473.31
10.05,469.06
11.22,476.7
31.68,429.55
10.27,474.55
9.34,477.36
28.83,430.01
24.01,443.09
9.68,473.31
14.86,466.38
8.74,438.63
16.55,455.8
27.65,440.94
10.1,479.95
28.75,441.3
18.75,450.98
18.32,471.43
28.62,428.08
11.46,470.55
13.92,464.76
22.89,443.7
21.13,448.83
24.78,435.93
17.03,460.43
25.41,442.86
21.47,442.75
10.8,478.75
11.67,472.76
19.61,457.41
21.48,449.2
21.48,447.42
14.17,471.08
24.15,448.87
28.81,433.74
16.53,458.67
22.1,440.08
16.22,454.94
10.9,482.4
13.9,464.17
30.61,430.46
5.9,481.27
5.67,478.44
17.82,452.82
9.34,471.04
27.07,446.48
25.52,433.42
33.37,430.42
22.25,437.19
28.34,439.75
32.87,433.15
9.84,477.52
15.8,463.09
21.96,441.52
8.3,481.77
8.39,479.57
12.55,472.31
24.37,443.13
33.43,435.59
13.04,464.91
13.52,474.82
11.46,477.5
19.75,443.63
7.19,480.4
26.76,437.83
29.67,425.14
32.86,429.32
10.02,473.09
17.41,461.47
26.53,442.64
29.82,442.6
30.56,432.26
13.92,461.45
19.94,450.48
21.03,459.72
31.33,435.77
11.7,464.12
16.94,460.64
26.06,432.28
15.39,467.3
10.98,472.34
28.41,439.2
4.88,491.29
6.58,494.84
13.79,461.16
27.16,430.53
7.65,475.89
16.3,463.47
23.04,446.22
25.74,452.94
24.31,442.69
23.43,441.6
14.91,461.73
31.28,438.63
25.84,433.32
24.57,452.3
13.42,461.36
25.31,440.96
22.78,440.87
20.19,450.67
17.98,466.69
22.71,444.0
13.68,464.46
24.87,435.6
7.53,487.25
24.97,453.26
13.55,467.21
8.66,479.76
16.84,456.85
23.05,447.34
17.7,451.24
19.39,446.47
30.05,437.55
19.82,449.61
19.1,455.52
17.47,460.87
23.86,446.67
26.31,440.1
26.74,436.02
9.94,473.74
27.01,431.38
21.01,446.2
34.97,435.15
22.51,450.75
21.03,447.11
29.05,439.14
23.6,446.05
5.62,481.69
21.16,446.37
21.89,450.05
9.66,481.14
25.69,440.6
8.33,481.89
7.32,484.21
21.11,460.33
12.25,475.07
24.57,448.15
16.64,452.56
11.57,476.89
29.23,438.92
32.37,426.76
26.17,443.69
6.05,483.5
8.64,481.89
25.91,443.2
25.02,436.64
25.96,435.84
25.5,442.65
14.85,460.19
19.06,456.54
15.22,469.93
26.07,439.25
7.62,486.07
16.94,459.25
26.18,436.0
21.91,449.8
23.24,446.95
22.48,442.56
12.8,462.72
26.17,433.81
29.71,427.04
7.41,486.91
16.25,458.31
14.28,474.57
22.12,443.41
23.06,447.36
13.46,472.5
26.76,439.4
28.57,450.04
10.31,476.31
28.47,434.12
8.35,478.82
24.42,443.94
25.64,440.86
7.69,478.05
11.54,474.73
15.62,466.15
18.74,456.25
20.12,447.46
17.85,451.9
17.21,460.88
20.99,442.02
17.69,462.81
20.58,453.87
12.04,472.13
29.07,440.51
21.81,444.66
9.48,485.36
13.69,470.78
32.18,438.26
23.48,437.44
27.82,434.52
25.26,433.49
14.12,468.45
23.14,442.59
17.74,457.71
10.15,480.71
8.35,484.21
20.35,450.89
22.06,455.61
15.64,462.42
9.32,479.13
29.28,445.49
7.52,481.54
29.08,442.78
7.55,484.93
26.51,445.32
26.52,440.47
8.07,484.54
25.35,442.23
11.36,465.37
11.89,476.99
20.19,454.84
20.04,447.89
10.32,478.88
12.01,469.08
23.08,441.44
19.81,449.07
24.1,442.8
14.47,467.34
32.25,430.86
9.51,475.29
12.63,461.09
30.91,434.94
8.38,478.82
22.63,433.54
5.71,487.48
13.09,474.45
22.72,445.22
23.67,435.94
18.19,464.58
25.58,454.39
6.79,480.83
19.05,454.26
25.32,441.5
15.09,469.8
23.44,438.34
8.26,485.19
17.22,465.32
27.46,433.72
11.52,472.31
27.55,440.75
6.5,486.78
13.35,465.85
21.5,444.05
22.46,442.57
22.05,444.37
18.28,460.03
14.56,463.64
26.0,435.05
13.14,466.95
24.17,447.13
26.11,434.94
9.38,473.9
18.77,454.86
10.0,479.97
10.1,471.59
10.35,477.8
12.95,471.07
21.76,444.77
25.06,454.13
8.39,473.45
23.56,439.48
23.58,445.01
20.71,457.4
13.4,466.68
10.36,478.27
13.67,464.56
29.35,434.45
6.61,483.12
13.92,473.47
27.18,442.16
11.41,477.89
26.61,430.17
20.32,446.22
20.97,453.26
25.34,457.12
6.22,443.73
11.87,474.17
11.92,476.0
28.15,431.28
28.01,440.77
16.51,457.74
13.51,466.46
18.34,451.29
10.04,463.87
20.3,454.12
18.6,450.26
19.79,447.96
11.18,468.75
10.91,478.34
18.92,453.66
14.1,463.3
24.69,436.33
23.61,444.55
27.0,450.15
15.87,470.85
30.2,431.77
14.18,464.32
11.23,475.41
32.95,436.3
24.33,447.54
9.55,479.23
27.58,441.3
25.56,441.0
5.74,490.81
8.22,477.86
23.18,443.12
26.91,445.31
16.14,460.73
20.69,447.58
24.18,433.37
2.8,482.66
25.26,447.34
10.11,470.35
17.44,456.08
25.37,437.19
9.45,467.79
10.39,473.0
26.2,430.22
22.85,448.15
12.65,466.01
15.14,469.68
28.51,441.66
22.55,436.43
24.35,439.15
12.64,461.46
24.2,442.78
7.52,483.28
21.54,454.32
23.43,446.88
23.24,441.35
24.67,440.03
6.77,478.24
31.94,432.03
20.83,445.31
8.37,482.31
13.75,467.14
30.82,439.16
25.16,442.03
22.1,447.0
18.7,458.06
19.76,449.76
28.45,436.96
13.58,465.82
20.83,443.17
5.85,484.47
16.99,464.95
10.68,474.03
14.65,469.61
26.2,431.7
32.74,441.66
15.78,464.85
12.41,473.86
25.36,439.73
20.56,452.8
24.92,440.93
31.88,436.64
24.51,446.74
8.48,483.5
27.76,434.04
12.08,477.8
23.56,437.92
11.77,475.88
21.37,444.74
14.02,466.38
17.53,457.61
14.89,469.37
14.81,469.5
28.99,428.28
30.49,434.76
21.59,441.71
24.46,441.34
21.63,448.32
21.46,452.1
5.7,488.8
27.11,431.96
9.95,477.52
18.68,447.8
18.41,452.66
19.02,453.49
26.25,436.44
18.07,456.5
26.17,434.56
23.83,446.23
21.11,446.02
